,price,bhk,area
1099,₹1.78 Cr ,"2 BHK Flat for Sale in Chincholi Bunder Road, Mumbai",Carpet Area700 sqft
1100,₹40 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",Carpet Area463 sqft
1101,₹2.25 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",Carpet Area550 sqft
1102,₹1.60 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",Carpet Area700 sqft
1103,₹78 Lac ,"2 BHK Flat for Sale in Khar Danda Road, Mumbai",Carpet Area550 sqft
1104,₹2.50 Cr ,"3 BHK Flat for Sale in Nahar Nagar, Mumbai",Carpet Area975 sqft
1105,₹1.99 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",Carpet Area745 sqft
1106,₹30 Lac ,1 BHK Flat for Sale in Mumbai,Super Area300 sqft
1107,₹80 Lac ,"1 BHK Flat for Sale in Kandivali East, Mumbai",Super Area410 sqft
1108,₹96 Lac ,"1 BHK Flat for Sale in Amboli, Mumbai",Carpet Area353 sqft
1109,₹1 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",Carpet Area385 sqft
1110,₹1.10 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",Carpet Area470 sqft
1111,₹65 Lac ,"1 BHK Flat for Sale in Mira Road East, Mumbai",Carpet Area301 sqft
1112,₹30 Lac ,"1 BHK Flat for Sale in Mulund East, Mumbai",Carpet Area225 sqft
1113,₹80 Lac ,"1 BHK Flat for Sale in Irani Wadi, Mumbai",Super Area350 sqft
1114,₹3.50 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",Super Area1240 sqft
1115,₹85 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area415 sqft
1116,₹31.1 Lac ,"1 BHK Flat for Sale in PL Lokhande Marg, Mumbai",Carpet Area415 sqft
1117,₹38.9 Lac ,"1 BHK Flat for Sale in PL Lokhande Marg, Mumbai",Carpet Area504 sqft
1118,₹33.7 Lac ,"1 BHK Flat for Sale in Golden Nest Phase 1, Mumbai",Super Area650 sqft
1119,₹95 Lac ,"1 BHK Flat for Sale in Eksar Road, Mumbai",Super Area420 sqft
1120,₹1.05 Cr ,"1 BHK Flat for Sale in Thakur Complex, Mumbai",Carpet Area450 sqft
1121,₹7 Cr ,"4 BHK Flat for Sale in Andheri West, Mumbai",Super Area2200 sqft
1122,₹2.40 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area620 sqft
1123,₹1.35 Cr ,"2 BHK Flat for Sale in Vikhroli East, Mumbai",Carpet Area527 sqft
1124,₹5.25 Cr ,"3 BHK Flat for Sale in Mumbai Central, Mumbai",Super Area1500 sqft
1125,₹75 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Super Area655 sqft
1126,₹1.40 Cr ,"2 BHK Flat for Sale in Jogeshwari East, Mumbai",Carpet Area650 sqft
1127,₹45 Lac ," Studio Apartment for Sale in Cotton Green, Mumbai",Carpet Area180 sqft
1128,₹1 Cr ,"3 BHK Flat for Sale in Malvani, Mumbai",Carpet Area753 sqft
1129,₹70 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",Carpet Area317 sqft
1130,₹3.85 Cr ,"3 BHK Flat for Sale in Santacruz West, Mumbai",Carpet Area850 sqft
1131,₹1.15 Cr ,"1 BHK Flat for Sale in Malad East, Mumbai",Carpet Area418 sqft
1132,₹1.60 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",Super Area850 sqft
1133,₹1.95 Cr ,2 BHK Flat for Sale in Mumbai,Carpet Area650 sqft
1134,₹2.15 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",Carpet Area835 sqft
1135,₹1.37 Cr ,"2 BHK Flat for Sale in Orlem, Mumbai",Carpet Area850 sqft
1136,₹3 Cr ,"1 BHK Flat for Sale in Tardeo, Mumbai",Carpet Area550 sqft
1137,₹50 Lac ,"2 BHK Flat for Sale in Nalasopara West, Mumbai",Super Area840 sqft
1138,₹61 Lac ," Studio Apartment for Sale in Borivali East, Mumbai",Super Area375 sqft
1139,₹7 Cr ,"4 BHK Flat for Sale in Khar West, Mumbai",Carpet Area1550 sqft
1140,₹35.8 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",Carpet Area470 sqft
1141,₹35.6 Lac ,"1 BHK Flat for Sale in Vaishali Nagar Dahisar, Mumbai",Carpet Area450 sqft
1142,₹4.75 Cr ,"3 BHK Flat for Sale in Gamdevi, Mumbai",Carpet Area821 sqft
1143,₹1.40 Cr ,"2 BHK Flat for Sale in Vaishali Nagar Dahisar, Mumbai",Carpet Area652 sqft
1144,₹90 Lac ,"1 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area463 sqft
1145,₹24 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",Super Area500 sqft
1146,₹2.20 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area640 sqft
1147,₹92 Lac ,"1 BHK Flat for Sale in Malad East, Mumbai",Carpet Area396 sqft
1148,₹1.30 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",Carpet Area580 sqft
1149,₹52 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area385 sqft
1150,₹1.35 Cr ,"2 BHK Flat for Sale in Vikhroli East, Mumbai",Carpet Area610 sqft
1151,₹32.2 Lac ,"2 BHK Flat for Sale in Shahaji Raje Marg, Mumbai",Carpet Area620 sqft
1152,₹39.4 Lac ,"2 BHK Flat for Sale in Shahaji Raje Marg, Mumbai",Carpet Area760 sqft
1153,₹44 Lac ,"2 BHK Flat for Sale in Virar, Mumbai",Carpet Area638 sqft
1154,₹21 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",Super Area400 sqft
1155,₹35 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",Super Area505 sqft
1156,₹6 Cr ,"3 BHK Flat for Sale in Santacruz West, Mumbai",Super Area1300 sqft
1157,₹1.95 Cr ,"1 BHK Flat for Sale in Matunga West, Mumbai",Carpet Area400 sqft
1158,₹85 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",Super Area670 sqft
1159,₹38 Lac ,"1 BHK Flat for Sale in Sahar Village, Mumbai",Carpet Area260 sqft
1160,₹1.05 Cr ,"1 BHK Flat for Sale in Goregaon West, Mumbai",Carpet Area445 sqft
1161,₹1.50 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",Carpet Area614 sqft
1162,₹1.10 Cr ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",Super Area748 sqft
1163,₹12 Cr ,"6 BHK Flat for Sale in Sayani Road, Mumbai",Carpet Area2070 sqft
1164,₹1.80 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",Super Area860 sqft
1165,₹1.70 Cr ,"2 BHK Flat for Sale in Kanjurmarg East, Mumbai",Carpet Area732 sqft
1166,₹90 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area384 sqft
1167,₹1.60 Cr ,"2 BHK Flat for Sale in Jay Prakash Nagar Goregaon East, Mumbai",Carpet Area592 sqft
1168,₹2.30 Cr ,"1 BHK Flat for Sale in Colaba, Mumbai",Carpet Area522 sqft
1169,₹39 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",Carpet Area450 sqft
1170,₹7.50 Cr ,"3 BHK Flat for Sale in Juhu, Mumbai",Carpet Area1200 sqft
1171,₹56 Lac ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",Carpet Area250 sqft
1172,₹3.25 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",Carpet Area1000 sqft
1173,₹1.55 Cr ,"1 BHK Flat for Sale in Tardeo, Mumbai",Carpet Area280 sqft
1174,₹81 Lac ,"1 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area400 sqft
1175,₹50 Lac ,"2 BHK Flat for Sale in Virar East, Mumbai",Super Area630 sqft
1176,₹3.25 Cr ,"2 BHK Flat for Sale in Mazgaon, Mumbai",Carpet Area780 sqft
1177,₹6.75 Cr ,"3 BHK Flat for Sale in Vile Parle East, Mumbai",Carpet Area1485 sqft
1178,₹2.25 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area644 sqft
1179,₹1.85 Cr ,"4 BHK Flat for Sale in Mahajan Wadi, Mumbai",Super Area1560 sqft
1180,₹2.70 Cr ,"2 BHK Flat for Sale in Mahavir Nagar Kandivali West, Mumbai",Carpet Area774 sqft
1181,₹2 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",Carpet Area800 sqft
1182,₹55 Lac ,"1 BHK Flat for Sale in Western Express Highway, Mumbai",Carpet Area450 sqft
1183,₹1.69 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",Carpet Area555 sqft
1184,₹11.50 Cr ,"3 BHK Flat for Sale in Lower Parel, Mumbai",Carpet Area2195 sqft
1185,₹17 Cr ,"4 BHK Flat for Sale in Khar, Mumbai",Carpet Area2300 sqft
1186,₹1.75 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area752 sqft
1187,₹1 Cr ,"1 BHK Flat for Sale in Chembur, Mumbai",Carpet Area325 sqft
1188,₹1.15 Cr ,"1 BHK Flat for Sale in Byculla West, Mumbai",Super Area400 sqft
1189,₹5.75 Cr ,"3 BHK Flat for Sale in Gulmohar Road, Mumbai",Carpet Area1152 sqft
1190,₹3 Cr ,"5 BHK Flat for Sale in Dongri, Mumbai",Super Area1400 sqft
1191,₹1.45 Cr ,"2 BHK Flat for Sale in Ketkipada, Mumbai",Carpet Area537 sqft
1192,₹88 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",Carpet Area423 sqft
1193,₹43 Lac ,1 BHK Flat for Sale in Mumbai,Super Area550 sqft
1194,₹1.20 Cr ,1 BHK Flat for Sale in Mumbai,Carpet Area375 sqft
1195,₹51 Lac ,1 BHK Flat for Sale in Mumbai,Super Area575 sqft
1196,₹2.26 Cr ,2 BHK Flat for Sale in Mumbai,Carpet Area656 sqft
1197,₹2.23 Cr ,"2 BHK Flat for Sale in Borivali, Mumbai",Carpet Area735 sqft
1198,₹1.15 Cr ,"1 BHK Flat for Sale in Santacruz East, Mumbai",Carpet Area386 sqft
1199,₹1.25 Cr ,"1 BHK Flat for Sale in Juhu, Mumbai",Carpet Area320 sqft
1200,₹1.75 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area662 sqft
1201,₹1.20 Cr ,"1 BHK Flat for Sale in Malad East, Mumbai",Carpet Area415 sqft
1202,₹1.75 Cr ,"2 BHK Flat for Sale in Dahisar West, Mumbai",Super Area795 sqft
1203,₹1.25 Cr ,"1 BHK Flat for Sale in Borivali East, Mumbai",Carpet Area450 sqft
1204,₹96 Lac ,"1 BHK Flat for Sale in Mulund, Mumbai",Carpet Area430 sqft
1205,₹60 Lac ,"1 BHK Flat for Sale in Masjid Bandar East, Mumbai",Super Area450 sqft
1206,₹1.27 Cr ,"1 BHK Flat for Sale in Malad West, Mumbai",Carpet Area460 sqft
1207,₹28.5 Lac ,"1 BHK Flat for Sale in Sukarwadi, Mumbai",Carpet Area550 sqft
1208,₹32.7 Lac ,"1 BHK Flat for Sale in Sukarwadi, Mumbai",Carpet Area420 sqft
1209,₹23.4 Lac ,"1 BHK Flat for Sale in Sukarwadi, Mumbai",Carpet Area450 sqft
1210,₹65.3 Lac ,"2 BHK Flat for Sale in Kastur Park, Mumbai",Carpet Area803 sqft
1211,₹17.6 Lac ,"1 BHK Flat for Sale in Kastur Park, Mumbai",Carpet Area340 sqft
1212,₹44 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",Super Area930 sqft
1213,₹1.10 Cr ,"1 BHK Flat for Sale in Kandivali East, Mumbai",Carpet Area450 sqft
1214,₹1.30 Cr ,"1 BHK Flat for Sale in Bandra West, Mumbai",Carpet Area292 sqft
1215,₹55 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",Carpet Area315 sqft
1216,₹1.47 Cr ,"2 BHK Flat for Sale in Charkop Gaon, Mumbai",Carpet Area661 sqft
1217,₹50 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Carpet Area300 sqft
1218,₹1.90 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",Carpet Area740 sqft
1219,₹1.80 Cr ,"2 BHK Flat for Sale in Bandra West, Mumbai",Carpet Area450 sqft
1220,₹1.45 Cr ,2 BHK Flat for Sale in Mumbai,Super Area750 sqft
1221,₹33 Lac ,1 BHK Flat for Sale in Mumbai,Super Area180 sqft
1222,₹96 Lac ,"1 BHK Flat for Sale in Bhandup West, Mumbai",Super Area640 sqft
1223,₹9.50 Cr ,4 BHK Flat for Sale in Mumbai,Carpet Area1674 sqft
1224,₹1.62 Cr ,"1 BHK Flat for Sale in Dadar West, Mumbai",Carpet Area405 sqft
1225,₹78 Lac ,"1 BHK Flat for Sale in Lal Bahadur Shastri Road, Mumbai",Carpet Area460 sqft
1226,₹1.95 Cr ,"2 BHK Flat for Sale in Goregaon East, Mumbai",Super Area1150 sqft
1227,₹57 Lac ,"2 BHK Flat for Sale in Naigaon East, Mumbai",Carpet Area550 sqft
1228,₹1.20 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",Super Area520 sqft
1229,₹1.95 Cr ,"2 BHK Flat for Sale in Santacruz East, Mumbai",Carpet Area590 sqft
1230,₹3.85 Cr ,"2 BHK Flat for Sale in Bandra, Mumbai",Carpet Area750 sqft
1231,₹29.5 Lac ,"1 BHK Flat for Sale in Nalasopara West, Mumbai",Super Area580 sqft
1232,₹50 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",Super Area900 sqft
1233,₹69 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area298 sqft
1234,₹1.50 Cr ,"1 BHK Flat for Sale in Bangur Nagar, Mumbai",Super Area480 sqft
1235,₹60 Lac ,"1 BHK Flat for Sale in Malad West, Mumbai",Super Area610 sqft
1236,₹1.50 Cr ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",Carpet Area550 sqft
1237,₹5.25 Cr ,"5 BHK Flat for Sale in Jogeshwari West, Mumbai",Carpet Area1520 sqft
1238,₹1.69 Cr ,"2 BHK Flat for Sale in Chandivali, Mumbai",Carpet Area715 sqft
1239,₹91 Lac ,"1 BHK Flat for Sale in Jangal Mangal Road, Mumbai",Carpet Area391 sqft
1240,₹1.24 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",Super Area530 sqft
1241,₹2.25 Cr ,"2 BHK Flat for Sale in Park Road, Mumbai",Super Area730 sqft
1242,₹1.10 Cr ,1 BHK Flat for Sale in Mumbai,Super Area399 sqft
1243,₹1.71 Cr ,"3 BHK Flat for Sale in Dahisar East, Mumbai",Carpet Area800 sqft
1244,₹73 Lac ,"1 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area400 sqft
1245,₹3.39 Cr ,"3 BHK Flat for Sale in Vile Parle East, Mumbai",Carpet Area806 sqft
1246,₹4.26 Cr ,"3 BHK Flat for Sale in Sundar Nagar Santacruz East, Mumbai",Carpet Area1184 sqft
1247,₹7.50 Cr ,"5 BHK Flat for Sale in Versova Andheri West, Mumbai",Carpet Area1700 sqft
1248,₹1.70 Cr ,"2 BHK Flat for Sale in Shell Colony, Mumbai",Carpet Area636 sqft
1249,₹1.85 Cr ,1 BHK Flat for Sale in Mumbai,Super Area495 sqft
1250,₹78 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Carpet Area434 sqft
1251,₹40 Lac ,"2 BHK Flat for Sale in Virar, Mumbai",Super Area860 sqft
1252,₹68 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area350 sqft
1253,₹2.46 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",Carpet Area1000 sqft
1254,₹1.25 Cr ,"1 BHK Flat for Sale in Hay Bunder, Mumbai",Carpet Area570 sqft
1255,₹70 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Carpet Area455 sqft
1256,₹1.02 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",Carpet Area311 sqft
1257,₹62 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area477 sqft
1258,₹50 Lac ," Studio Apartment for Sale in Goregaon East, Mumbai",Super Area280 sqft
1259,₹73 Lac ,"1 BHK Flat for Sale in Malad East, Mumbai",Super Area257 sqft
1260,₹1.80 Cr ,"1 BHK Flat for Sale in Lower Parel, Mumbai",Carpet Area498 sqft
1261,₹98 Lac ,"1 BHK Flat for Sale in Kandivali East, Mumbai",Carpet Area365 sqft
1262,₹4 Cr ,"2 BHK Flat for Sale in Juhu, Mumbai",Carpet Area788 sqft
1263,₹1.45 Cr ,"1 BHK Flat for Sale in Byculla East, Mumbai",Carpet Area424 sqft
1264,₹45 Lac ,"1 BHK Flat for Sale in Nalasopara West, Mumbai",Carpet Area500 sqft
1265,₹2 Cr ,"3 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area1000 sqft
1266,₹2.95 Cr ,"3 BHK Flat for Sale in Jogeshwari West, Mumbai",Carpet Area1500 sqft
1267,₹38 Lac ," Studio Apartment for Sale in Chembur Colony, Mumbai",Super Area180 sqft
1268,₹1.70 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",Super Area1000 sqft
1269,₹70 Lac ,"1 BHK Flat for Sale in Mira Road East, Mumbai",Carpet Area419 sqft
1270,₹2.30 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area564 sqft
1271,₹66 Lac ,"2 BHK Flat for Sale in Naigaon East, Mumbai",Carpet Area724 sqft
1272,₹3 Cr ,3 BHK Flat for Sale in Mumbai,Carpet Area912 sqft
1273,₹29 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",Carpet Area361 sqft
1274,₹2.35 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",Carpet Area850 sqft
1275,₹1.15 Cr ,"1 BHK Flat for Sale in Goregaon West, Mumbai",Carpet Area464 sqft
1276,₹35 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area415 sqft
1277,₹40 Lac ,"1 BHK Flat for Sale in Vasai West, Mumbai",Carpet Area435 sqft
1278,₹65 Lac ,"2 BHK Flat for Sale in Nalasopara West, Mumbai",Super Area730 sqft
1279,₹1.17 Cr ,"1 BHK Flat for Sale in Dahisar East, Mumbai",Carpet Area489 sqft
1280,₹1.20 Cr ,"1 BHK Flat for Sale in Dadar West, Mumbai",Super Area450 sqft
1281,₹6.25 Cr ,"4 BHK Flat for Sale in Byculla West, Mumbai",Carpet Area1464 sqft
1282,₹1.20 Cr ,"2 BHK Flat for Sale in Mira Road, Mumbai",Super Area800 sqft
1283,₹47 Lac ,"2 BHK Flat for Sale in Nala Sopara, Mumbai",Super Area765 sqft
1284,₹55 Lac ,"1 BHK Flat for Sale in Mira Bhayandar, Mumbai",Carpet Area400 sqft
1285,₹15 Cr ,"3 BHK Flat for Sale in JVPD Scheme, Mumbai",Carpet Area2400 sqft
1286,₹63.1 Lac ,"1 BHK Flat for Sale in Nahur West, Mumbai",Carpet Area420 sqft
1287,₹1.80 Cr ,"2 BHK Flat for Sale in Vikhroli East, Mumbai",Carpet Area633 sqft
1288,₹3 Cr ,"2 BHK Flat for Sale in Mahim, Mumbai",Carpet Area750 sqft
1289,₹1.40 Cr ,"1 BHK Flat for Sale in Santacruz East, Mumbai",Carpet Area500 sqft
1290,₹55 Lac ,1 BHK Flat for Sale in Mumbai,Super Area650 sqft
1291,₹2.40 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",Super Area1150 sqft
1292,₹2.30 Cr ,"2 BHK Flat for Sale in Vidyavihar, Mumbai",Carpet Area800 sqft
1293,₹3.10 Cr ,"2 BHK Flat for Sale in Vile Parle East, Mumbai",Carpet Area650 sqft
1294,₹28.5 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",Super Area545 sqft
1295,₹62.5 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Super Area495 sqft
1296,₹95 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",Carpet Area585 sqft
1297,₹1.08 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",Super Area455 sqft
1298,₹1 Cr ,3 BHK Flat for Sale in Mumbai,Carpet Area900 sqft
1299,₹3.15 Cr ,2 BHK Flat for Sale in Mumbai,Carpet Area1163 sqft
1300,₹1 Cr ,"1 BHK Flat for Sale in Goregaon East, Mumbai",Super Area728 sqft
1301,₹5 Cr ,"2 BHK Flat for Sale in Kemps Corner Malabar Hill, Mumbai",Super Area1000 sqft
1302,₹1.50 Cr ,"2 BHK Flat for Sale in Central Avenue Road, Mumbai",Carpet Area415 sqft
1303,₹1.16 Cr ,"1 BHK Flat for Sale in Irani Wadi, Mumbai",Carpet Area472 sqft
1304,₹2.25 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",Super Area545 sqft
1305,₹6 Cr ,"4 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area1850 sqft
1306,₹2.11 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area700 sqft
1307,₹70 Lac ,"2 BHK Flat for Sale in Vasai West, Mumbai",Super Area850 sqft
1308,₹61 Lac ,1 BHK Flat for Sale in Mumbai,Super Area338 sqft
1309,₹50 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",Carpet Area456 sqft
1310,₹3.87 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",Carpet Area1098 sqft
1311,₹1.85 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",Super Area379 sqft
1312,₹1.15 Cr ,"2 BHK Flat for Sale in Ekta Nagar Malad West, Mumbai",Super Area1000 sqft
1313,₹2.15 Cr ,"2 BHK Flat for Sale in Kanjurmarg West, Mumbai",Super Area1120 sqft
1314,₹6 Cr ,"3 BHK Flat for Sale in Juhu, Mumbai",Super Area1100 sqft
1315,₹1.40 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",Super Area605 sqft
1316,₹65 Lac ,"1 BHK Flat for Sale in Malad East, Mumbai",Carpet Area250 sqft
1317,₹21 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",Super Area650 sqft
1318,₹2.35 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",Super Area850 sqft
1319,₹3.50 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",Carpet Area1250 sqft
1320,₹1.12 Cr ,"1 BHK Flat for Sale in Malad West, Mumbai",Super Area456 sqft
1321,₹1.50 Cr ,"2 BHK Flat for Sale in Kurla East, Mumbai",Super Area650 sqft
1322,₹82 Lac ,"1 BHK Flat for Sale in Prabhadevi, Mumbai",Carpet Area225 sqft
1323,₹1.15 Cr ," Apartment for Sale in Mulund West, Mumbai",TransactionResale
1324,₹40 Lac ,"2 BHK Flat for Sale in Virar, Mumbai",Super Area940 sqft
1325,₹40 Cr ,"5 BHK Flat for Sale in Altamount Road, Mumbai","Super Area60,000 sqft"
1326,₹95 Lac ,"2 BHK Flat for Sale in Bhayandar West, Mumbai",Carpet Area590 sqft
1327,₹1.24 Cr ,"1 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area500 sqft
1328,₹41 Lac ,1 BHK Flat for Sale in Mumbai,Super Area210 sqft
1329,₹42 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area450 sqft
1330,₹20 Lac ,1 BHK Flat for Sale in Mumbai,Carpet Area250 sqft
1331,₹1.25 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",Carpet Area750 sqft
1332,₹31 Lac ,"1 BHK Flat for Sale in Virar East, Mumbai",Carpet Area551 sqft
1333,₹47 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",Carpet Area660 sqft
1334,₹37 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",Carpet Area553 sqft
1335,₹1.65 Cr ,"1 BHK Flat for Sale in Parel, Mumbai",Carpet Area415 sqft
1336,₹1.10 Cr ,"3 BHK Flat for Sale in Virar West, Mumbai",Carpet Area1037 sqft
1337,₹1.40 Cr ,"1 BHK Flat for Sale in Kanjurmarg East, Mumbai",Carpet Area472 sqft
1338,₹2 Cr ,"3 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area780 sqft
1339,₹85 Lac ,"2 BHK Flat for Sale in Mulund West, Mumbai",Super Area58 sqm
1340,₹1.03 Cr ,"1 BHK Flat for Sale in Vile Parle East, Mumbai",Super Area388 sqft
1341,₹3.50 Cr ,"2 BHK Flat for Sale in Bandra West, Mumbai",Super Area750 sqft
1342,₹1.05 Cr ,1 BHK Flat for Sale in Mumbai,Super Area440 sqft
1343,₹2.55 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Super Area1050 sqft
1344,₹1.60 Cr ,"2 BHK Flat for Sale in Ghatkopar West, Mumbai",Super Area719 sqft
1345,₹1.61 Cr ,"1 BHK Flat for Sale in Malad West, Mumbai",Super Area709 sqft
1346,₹60 Lac ,"1 BHK Flat for Sale in Damodar Park, Mumbai",Carpet Area200 sqft
1347,₹1.90 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area553 sqft
1348,₹1.35 Cr ,"2 BHK Flat for Sale in Mira Road East, Mumbai",Super Area605 sqft
1349,₹24.5 Lac ,1 BHK Flat for Sale in Mumbai,Super Area430 sqft
1350,₹3 Cr ,"3 BHK Flat for Sale in Mulund East, Mumbai",Carpet Area890 sqft
1351,₹2.70 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",Super Area759 sqft
1352,₹55 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Super Area585 sqft
1353,₹3.25 Cr ,"1 BHK Flat for Sale in Bandra West, Mumbai",Super Area542 sqft
1354,₹63 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Carpet Area410 sqft
1355,₹2.75 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",Super Area875 sqft
1356,₹3.45 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area641 sqft
1357,₹72 Lac ,2 BHK Flat for Sale in Mumbai,Carpet Area654 sqft
1358,₹8.10 Cr ,"4 BHK Flat for Sale in Ghatkopar East, Mumbai",Carpet Area2059 sqft
1359,₹56 Lac ,"1 BHK Flat for Sale in Mira Bhayandar, Mumbai",Carpet Area410 sqft
1360,₹1 Cr ,"2 BHK Flat for Sale in Beverly Park, Mumbai",Super Area920 sqft
1361,₹3.50 Cr ,"5 BHK Flat for Sale in Thakur Complex, Mumbai",Carpet Area1250 sqft
1362,₹1.40 Cr ,"2 BHK Flat for Sale in Borivali East, Mumbai",Carpet Area504 sqft
1363,₹3.80 Cr ,2 BHK Flat for Sale in Mumbai,Carpet Area740 sqft
1364,₹42 Lac ,"1 BHK Flat for Sale in Kurla West, Mumbai",Carpet Area270 sqft
1365,₹75 Lac ,"3 BHK Flat for Sale in Ulhasnagar, Mumbai",Carpet Area880 sqft
1366,₹3.75 Cr ,"2 BHK Flat for Sale in Malabar Hill, Mumbai",Carpet Area650 sqft
1367,₹2.50 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",Super Area760 sqft
1368,₹1.10 Cr ,"1 BHK Flat for Sale in Mumbai CST Area, Mumbai",Carpet Area463 sqft
1369,₹2.50 Cr ,"2 BHK Flat for Sale in Malad East, Mumbai",Carpet Area789 sqft
1370,₹1.50 Cr ,"2 BHK Flat for Sale in Mahim West, Mumbai",Super Area610 sqft
1371,₹95 Lac ,"1 BHK Flat for Sale in Kurla West, Mumbai",Carpet Area300 sqft
1372,₹1.55 Cr ,"2 BHK Flat for Sale in Bhayandar West, Mumbai",Carpet Area1027 sqft
1373,₹4.50 Cr ,"2 BHK Flat for Sale in Tardeo, Mumbai",Carpet Area741 sqft
